"Latitude","Longitude","deviceSignalStrength","latencyAverage","downloadSpeed","uploadSpeed"
"38.79","-107.73",-64.5,235.9,682.98,135.735
"38.79","-107.98",-74.5,270.3,613.56,149.105
"38.79","-108.21",-67,238,,
"38.79","-108.26",-99,289,,
"38.8","-104.36",-83,193.4,2026.11,333.41
"38.8","-104.53",-57,272.97,328.93,559.87
"38.8","-104.66",,171.48,797.41,660.19
"38.8","-104.67",,377.555,4388.4,912.16
"38.8","-104.68",-89.3333333333,357.5224242424,2727.1548484849,867.1393939394
"38.8","-104.69",,315.0176744186,2450.6958139535,1128.3790697674
"38.8","-104.7",-75.7317073171,186.3319512195,2922.322195122,768.247804878
"38.8","-104.71",,,885.5212565445,448.307382199
"38.8","-104.72",,,,
"38.8","-104.73",,,,
"38.8","-104.74",,,,
"38.8","-104.75",,,,
"38.8","-104.76",,,,
"38.8","-104.77",,,,
"38.8","-104.78",,,,
"38.8","-104.79",,,,
"38.8","-104.8",,,,
"38.8","-104.81",,,,
"38.8","-104.82",,,,
"38.8","-104.83",,,,
"38.8","-104.84",,,,
"38.8","-104.85",,,,
"38.8","-104.86",-77.7142857143,333.59,3404.5714285714,820.4028571429
"38.8","-104.87",-63.7222222222,,4427.0716666667,669.0783333333
"38.8","-104.88",-71,775.2,5439.25,833.94
"38.8","-104.89",-88,1140.41,32.34,12.22
"38.8","-105.12",-96.5,,,
"38.8","-105.13",-80.5,237.5,18.79,0
"38.8","-106.11",-92.75,,,
"38.8","-106.24",-94,181,376.81,747.05
"38.8","-106.25",-88,271,430.32,13.32
"38.8","-106.37",-105,,0,0
"38.8","-106.56",-97,715,,
"38.8","-106.62",-104,,,
"38.8","-107.42",-100,,,
"38.8","-107.73",-76,72.06,999.57,988.65
"38.8","-107.86",-56,275,1069.53,196.62
"38.8","-107.98",-72.3333333333,239.6,469.2,129.6433333333
"38.8","-108.27",-69,215.6,394.15,132.74
"38.81","-102.34",-82.2,,,
"38.81","-102.38",-99,,,
"38.81","-102.45",-81,,,
"38.81","-102.97",-102,,,
"38.81","-102.98",-111,,,
"38.81","-104.25",,,6165,4488
"38.81","-104.49",-53,172.6,5266.23,795.94
"38.81","-104.52",-73,168.2,710.34,741.19
"38.81","-104.53",,226.895,149.735,26.71
"38.81","-104.59",-95,244.24,15.94,262.65
"38.81","-104.66",,,3704.7766666667,1626.17
"38.81","-104.67",,,,
"38.81","-104.68",-88.2051282051,217.5112820513,2827.0835897436,934.2343589744
"38.81","-104.69",,,1299.9405853659,487.2050243902
"38.81","-104.7",,,1671.8088571429,641.868
"38.81","-104.71",-84.8333333333,257.8461904762,891.9323809524,568.3219047619
"38.81","-104.72",,,,
"38.81","-104.73",,,,
"38.81","-104.74",,,,
"38.81","-104.75",,,,
"38.81","-104.76",,,,
"38.81","-104.77",,,,
"38.81","-104.78",,,,
"38.81","-104.79",,,,
"38.81","-104.8",,,,
"38.81","-104.81",,,,
"38.81","-104.82",,,,
"38.81","-104.83",,,,
"38.81","-104.84",,,,
"38.81","-104.85",,,1090.4600645161,353.5175483871
"38.81","-104.86",-70.9705882353,,,
"38.81","-104.87",-72.9,236.206,3309.919,622.976
"38.81","-104.88",-68.7692307692,,,
"38.81","-104.89",-71,176,6089.59,820.96
"38.81","-105.12",-74.75,437.875,237.665,43.9675
"38.81","-105.16",-69,222,8.1,0
"38.81","-105.3",,,770.52,396.32
"38.81","-106.07",-102,,,
"38.81","-106.08",,,,
"38.81","-106.09",-93.3333333333,,,
"38.81","-106.1",-100.2,337.001,,
"38.81","-106.11",-89.5,,102.86,166.51
"38.81","-106.12",-107,,212.1,12.03
"38.81","-106.18",,336.5,837.65,206.4
"38.81","-106.21",-104,2337,107.25,21.15
"38.81","-106.26",-75,158,467.18,473.97
"38.81","-106.27",-104,,0,0
"38.81","-106.29",-98,,0,0
"38.81","-106.3",-103,,0,0
"38.81","-106.31",-98.5,,,
"38.81","-106.34",-105,,0,0
"38.81","-106.39",-104,,,
"38.81","-106.56",-61,541,,
"38.81","-106.58",-95,648,,
"38.81","-107.98",-81.5,610.8,,
"38.81","-108.29",-99,129,,
"38.82","-102.99",-103,,,
"38.82","-103.85",,,933.71,297.6
"38.82","-104.55",-55,237,3673.51,391.86
"38.82","-104.58",-61,216,5520.37,686.62
"38.82","-104.68",,636.9590909091,1146.9386363636,337.4790909091
"38.82","-104.69",,,855.0144318182,340.7717045455
"38.82","-104.7",,485.4009677419,1893.8924193548,1107.9633870968
"38.82","-104.71",,263.2717391304,1285.9869565217,720.522173913
"38.82","-104.72",,,,
"38.82","-104.73",,,,
"38.82","-104.74",,,,
"38.82","-104.75",,,,
"38.82","-104.76",,,,
"38.82","-104.77",,,,
"38.82","-104.78",,,,
"38.82","-104.79",,,,
"38.82","-104.8",,,,
"38.82","-104.81",,,,
"38.82","-104.82",,,,
"38.82","-104.83",,,,
"38.82","-104.84",,,,
"38.82","-104.85",,,,
"38.82","-104.86",,,,
"38.82","-104.87",-78.3333333333,257.96,3136.9966666667,646.4033333333
"38.82","-104.88",,,3114.3811764706,402.8994117647
"38.82","-104.89",-75.2857142857,786.9714285714,5095.2157142857,618.2314285714
"38.82","-105.13",-75,257.9,304.48,29.94
"38.82","-106.03",,,167.65,436.24
"38.82","-106.04",-100.4,,,
"38.82","-106.05",-94.6,,,
"38.82","-106.06",-95.5,,,
"38.82","-106.08",,,1559.17,417.22
"38.82","-106.12",,,,
"38.82","-106.14",,,105.18,56
"38.82","-106.18",-72,236.21,,
"38.82","-106.4",-117.3333333333,,0,0
"38.82","-106.55",-95,873,,
"38.82","-106.58",-53,668,,
"38.82","-107.97",-78,268.8,366.37,0
"38.82","-108",-75,176.5,,
"38.83","-104.36",-79,308.8,1414.9,27.46
"38.83","-104.4",-101.5,660.035,40.615,149.88
"38.83","-104.47",-81,,0,0
"38.83","-104.48",-98,232.4,1821.715,113.945
"38.83","-104.49",-81,196.6,2249.67,44.31
"38.83","-104.53",-65,181,3760.48,203.37
"38.83","-104.55",-55,168.6,3800.22,394.06
"38.83","-104.57",-80.25,183.1275,1963.1575,394.665
"38.83","-104.58",-69,177.5,3082.65,603.405
"38.83","-104.6",-55,133.6,10752.92,729.52
"38.83","-104.63",-63,189,8176.74,683.56
"38.83","-104.65",-73,531.2666666667,2189.1766666667,350.9433333333
"38.83","-104.66",-103,1020.8,462.83,71.39
"38.83","-104.67",-72.3333333333,160.3333333333,4671.3333333333,874.8133333333
"38.83","-104.68",-69.2,203.552,4560.976,610.646
"38.83","-104.69",,683.5346666667,3400.6546666667,993.3313333333
"38.83","-104.7",,163.1131818182,5678.0054545455,1735.3977272727
"38.83","-104.71",,,,
"38.83","-104.72",,,3012.9017808219,575.0290410959
"38.83","-104.73",,,1724.2925,513.5274107143
"38.83","-104.74",,,,
"38.83","-104.75",,,,
"38.83","-104.76",,,,
"38.83","-104.77",,,,
"38.83","-104.78",,,,
"38.83","-104.79",,,,
"38.83","-104.8",,,,
"38.83","-104.81",,,,
"38.83","-104.82",,,,
"38.83","-104.83",,,,
"38.83","-104.84",,,,
"38.83","-104.85",,,,
"38.83","-104.86",,,,
"38.83","-104.87",,,5223.9249333333,687.8786666667
"38.83","-104.88",-74.3333333333,243.9566666667,1859.16,460.49
"38.83","-105.13",-65,195.2,680.69,160.555
"38.83","-105.16",-67,221.8,15.09,0
"38.83","-106.01",-105,,,
"38.83","-106.02",-103,,0,0
"38.83","-106.1",-102,1250.02,0.83,64.76
"38.83","-106.11",-83,,0,0
"38.83","-106.12",,,,
"38.83","-106.13",,,,
"38.83","-106.14",-97.5,,170.85,79.245
"38.83","-106.16",-89,179,,
"38.83","-106.4",-120,,0,0
"38.83","-106.41",-109,,,
"38.83","-106.42",-120,,0,0
"38.83","-107.96",-83.75,226.65,276.5625,73.8525
"38.83","-107.97",-71.5,217.2,1152.005,192.085
"38.84","-103.79",-102,,,
"38.84","-104.29",,,207.56,122.03
"38.84","-104.4",-83,168.4,3445.64,354.6
"38.84","-104.58",-84.6,333.4,919.292,309.664
"38.84","-104.67",,123.88,489.18,265.56
"38.84","-104.68",-75.5,,4964.355,2147.8435714286
"38.84","-104.69",,,4573.7603846154,1254.9415384615
"38.84","-104.7",,,4122.4023255814,740.0165116279
"38.84","-104.71",,,,
"38.84","-104.72",,,,
"38.84","-104.73",,,,
"38.84","-104.74",,,,
"38.84","-104.75",,,,
"38.84","-104.76",,,,
"38.84","-104.77",,,,
"38.84","-104.78",,,,
"38.84","-104.79",,,,
"38.84","-104.8",,,,
"38.84","-104.81",,,,
"38.84","-104.82",,,,
"38.84","-104.83",,,,
"38.84","-104.84",,,,
"38.84","-104.85",,,,
"38.84","-104.86",,,,
"38.84","-104.87",,,4453.7865573771,662.5675409836
"38.84","-104.88",-86,68,,
"38.84","-104.89",,199.9642268041,1398.0709278351,653.2786597938
"38.84","-105.04",-83,450,,
"38.84","-105.14",-113,,,
"38.84","-105.15",-107,,,
"38.84","-105.99",-92,,,
"38.84","-106.12",,,364.406,217.104
"38.84","-106.13",,,,
"38.84","-106.16",,364.15,102.44,6.39
"38.84","-106.38",-120,,0,0
"38.84","-106.39",-120,,0,0
"38.84","-106.4",-120,,0,0
"38.84","-106.41",,,39.475,17.095
"38.84","-106.42",-120,,0,0
"38.84","-106.44",-114.3125,,,
"38.84","-106.48",-120,,0,0
"38.84","-106.52",-120,,0,0
"38.84","-106.53",-120,,0,0
"38.84","-107.96",-81.8571428571,256.9142857143,452.9428571429,97.1942857143
"38.85","-102.06",-87,,,
"38.85","-102.19",-87,,,
"38.85","-102.2",-99,,,
"38.85","-102.21",-81,,,
"38.85","-104.32",-75,276,1824.47,790.58
"38.85","-104.67",-79.875,353.5375,2402.785,286.71125
"38.85","-104.68",,242.9414634146,4978.7056097561,1585.9134146342
"38.85","-104.69",,,3559.2096666667,428.8563333333
"38.85","-104.7",,,,
"38.85","-104.71",,,5802.9694117647,1752.9780392157
"38.85","-104.72",,,,
"38.85","-104.73",,,,
"38.85","-104.74",,,,
"38.85","-104.75",,,,
"38.85","-104.76",,,,
"38.85","-104.77",,,,
"38.85","-104.78",,,,
"38.85","-104.79",,,,
"38.85","-104.8",,,,
"38.85","-104.81",,,,
"38.85","-104.82",,,,
"38.85","-104.83",,,,
"38.85","-104.84",,,,
"38.85","-104.85",,,,
"38.85","-104.86",,,,
"38.85","-104.87",,,,
"38.85","-104.88",,,,
"38.85","-104.89",,206.6547154472,4940.3095934959,1983.8757723577
"38.85","-104.9",,212.1736666667,3342.5413333333,1287.7596666667
"38.85","-104.91",,,,
"38.85","-104.92",-68,204.6533333333,2715.0766666667,533.7533333333
"38.85","-104.93",,264.352,2841.706,2695.546
"38.85","-104.94",-98,123.78,9277.37,8526.42
"38.85","-105.15",-102,,0,0
"38.85","-105.98",-98,,,
"38.85","-106.09",,,249.21,21.84
"38.85","-106.11",,,1167,729.49
"38.85","-106.13",-93,439.59,190.14,58.13
"38.85","-106.14",,,,
"38.85","-106.39",-120,,0,0
"38.85","-106.56",-103,1956,,
"38.85","-106.7",-120,,0,0
"38.85","-107.63",-76,196.8,1057.01,216.98
"38.85","-107.95",-75.1666666667,497.9333333333,288.535,79.5466666667
"38.85","-108.31",,,,
"38.86","-104.39",,,522,80.62
"38.86","-104.57",-51,184,10397.43,814.9
"38.86","-104.65",-67,501.9428571429,2388.0671428571,510.7057142857
"38.86","-104.66",-83,,1611.91,748.6233333333
"38.86","-104.67",,585.6286363636,891.5381818182,357.2318181818
"38.86","-104.68",,,4291.9265,583.9515
"38.86","-104.69",-82.1333333333,,,
"38.86","-104.7",,,,
"38.86","-104.71",-66.9259259259,214.7762962963,5067.7140740741,1244.7633333333
"38.86","-104.72",,,,
"38.86","-104.73",,,4583.4488235294,1709.9878823529
"38.86","-104.74",,,,
"38.86","-104.75",,,,
"38.86","-104.76",,,,
"38.86","-104.77",,,,
"38.86","-104.78",,,,
"38.86","-104.79",,,,
"38.86","-104.8",,,,
"38.86","-104.81",,,,
"38.86","-104.82",,,,
"38.86","-104.83",,,,
"38.86","-104.84",,,2677.9856666667,466.232
"38.86","-104.85",,,6044.9063076923,892.9135384615
"38.86","-104.86",,,,
"38.86","-104.87",,,,
"38.86","-104.88",,,,
"38.86","-104.89",,,2292.3959701493,679.7892537313
"38.86","-104.9",,,,
"38.86","-104.91",,,,
"38.86","-104.92",,,,
"38.86","-104.93",,284.6,655.85,215.55
"38.86","-105.98",-103.5,,,
"38.86","-106.14",,,318.53,15.885
"38.86","-106.15",-100,1049.5,,
"38.86","-106.16",,,669.31,37.82
"38.86","-106.21",-91,218.4,534.83,244.45
"38.86","-106.67",-105,,,
"38.86","-106.97",,24.14,28785.49,7029.04
"38.86","-106.98",-97,88.7,885.08,534.84
"38.86","-107.58",-106.1428571429,,,
"38.86","-107.59",-84,,0,0
"38.86","-107.61",-68,140.6,1052.4,0
"38.86","-107.63",-68,225,867.32,220.15
"38.86","-107.94",-48.5,267.3,872.7,118.375
"38.86","-107.95",-80.5,240.7,194.66,65.38
"38.87","-103.25",,,610.31,162.81
"38.87","-104.65",-71.3333333333,771.8888888889,1921.0011111111,283.4166666667
"38.87","-104.67",-98.3333333333,,83.6733333333,12.6866666667
"38.87","-104.68",,,4775.475,708.161
"38.87","-104.69",,,,
"38.87","-104.7",,,,
"38.87","-104.71",,,,
"38.87","-104.72",,,,
"38.87","-104.73",,,,
"38.87","-104.74",,,,
"38.87","-104.75",,,,
"38.87","-104.76",,,,
"38.87","-104.77",,,2896.8064864865,527.1351351351
"38.87","-104.78",,,3766.03140625,1219.8453125
"38.87","-104.79",,,,
"38.87","-104.8",,,,
"38.87","-104.81",,,,
"38.87","-104.82",,,,
"38.87","-104.83",,,,
"38.87","-104.84",,,,
"38.87","-104.85",,,,
"38.87","-104.86",,,,
"38.87","-104.87",,,,
"38.87","-104.88",,,,
"38.87","-104.89",-108,185.86,9187.875,3693.62
"38.87","-104.9",-71,248.8666666667,2150.38,434.7766666667
"38.87","-104.91",-98,1339.73,7.73,0
"38.87","-104.92",,,,
"38.87","-104.93",,,,
"38.87","-104.94",-86.8,,,
"38.87","-105.06",-90.25,,,
"38.87","-105.07",-93.4,,71.088,249.474
"38.87","-105.15",-49,318.8,1528.6633333333,55.71
"38.87","-105.16",-95,,234.545,35.77
"38.87","-105.98",-120,,,
"38.87","-106.15",-89.5,166.145,,
"38.87","-106.16",-81,157.89,1296.99,391.74
"38.87","-106.17",-100,165.5,,
"38.87","-106.18",,248.64,450.54,1050.03
"38.87","-106.2",,,1834.47,253.47
"38.87","-106.21",,,540.0179591837,211.9444897959
"38.87","-106.22",,,162.505,95.905
"38.87","-106.72",-120,,0,0
"38.87","-106.98",-74,63.605,6213.11,6222.605
"38.87","-107.61",-90,,480.455,81.1575
"38.87","-107.93",-79.5,182.1,,
"38.87","-107.94",-45,434.4,184.99,77.47
"38.87","-108.22",,,0.64,70.56
"38.87","-108.33",-67,3476,,
"38.88","-104.33",-93,359.6,701.45,48.01
"38.88","-104.54",-113,,0,0
"38.88","-104.64",,198.23125,5029.2625,1107.1775
"38.88","-104.65",-85,387.27,4571.95,1065.69
"38.88","-104.67",,123.7,16156.58,3424.675
"38.88","-104.68",,246.4904761905,2290.4657142857,665.7495238095
"38.88","-104.69",,237.0592708333,3353.6065625,663.8561458333
"38.88","-104.7",,,,
"38.88","-104.71",,,,
"38.88","-104.72",,,,
"38.88","-104.73",,,,
"38.88","-104.74",,,,
"38.88","-104.75",,,,
"38.88","-104.76",,,,
"38.88","-104.77",,,,
"38.88","-104.78",,,6051.5562777778,1676.9538333333
"38.88","-104.79",,,,
"38.88","-104.8",,,,
"38.88","-104.81",,,,
"38.88","-104.82",,,,
"38.88","-104.83",,,,
"38.88","-104.84",,,,
"38.88","-104.85",,,,
"38.88","-104.86",,,,
"38.88","-104.87",,,,
"38.88","-104.88",,278.8057142857,3925.7102380952,593.9038095238
"38.88","-104.89",-86,1538.69,0,0
"38.88","-104.9",-73,339.585,3016.7625,557.9675
"38.88","-104.91",-68.5,199.6,3545.7075,676.855
"38.88","-104.93",-95,68.02,22113.3,1308.55
"38.88","-104.94",,253.995,5871.50625,1573.535
"38.88","-104.95",-77.7878787879,246.9863636364,2353.6024242424,339.4275757576
"38.88","-104.96",-81.375,261.961875,,
"38.88","-105.07",-83,619.19,1768.9933333333,349.45
"38.88","-105.15",-113,,,
"38.88","-105.16",-120,,0,0
"38.88","-105.18",-120,,0,0
"38.88","-105.98",-94,,0,0
"38.88","-106.16",,612.11,52.77,16.64
"38.88","-106.18",-99.6666666667,234.9333333333,415.38,167.2266666667
"38.88","-106.19",,165.96,438.7,248.485
"38.88","-106.21",-96,,,
"38.88","-106.22",-96,,,
"38.88","-106.56",-120,,0,0
"38.88","-106.63",-120,,0,0
"38.88","-106.64",-112.5,,0,0
"38.88","-107.93",-74,233.04,333.076,119.39
"38.88","-108.34",-64,192,,
"38.88","-108.35",-99,122,,
"38.89","-104.6",-63,232.4,3609.28,864.93
"38.89","-104.63",-92.5,138.125,4977.6025,3532.8425
"38.89","-104.64",-62.9090909091,464.1481818182,3339.7063636364,686.5027272727
"38.89","-104.66",-106,68.61,7184.61,1053.21
"38.89","-104.67",-68,55.53,10704.22,10948.5
"38.89","-104.68",,159.8941666667,3169.5941666667,950.2708333333
"38.89","-104.69",,,,
"38.89","-104.7",,,,
"38.89","-104.71",,,,
"38.89","-104.72",,,,
"38.89","-104.73",,,,
"38.89","-104.74",,,,
"38.89","-104.75",,,,
"38.89","-104.76",,,,
"38.89","-104.77",,,,
"38.89","-104.78",,,,
"38.89","-104.79",,,,
"38.89","-104.8",,,,
"38.89","-104.81",,,,
"38.89","-104.82",,,,
"38.89","-104.83",,,,
"38.89","-104.84",,,,
"38.89","-104.85",,,,
"38.89","-104.86",,,,
"38.89","-104.87",,,,
"38.89","-104.88",,,,
"38.89","-104.92",-75,,0,0
"38.89","-104.95",-80.5,179.93,3310.2125,1520.1775
"38.89","-104.96",,,9525.1518421053,2722.5671052632
"38.89","-104.97",,222.7711764706,,
"38.89","-104.98",-92,180.81,141.04,95.72
"38.89","-105",-93,,0,0
"38.89","-105.06",-94.6923076923,464.0346153846,732.6146153846,207.5692307692
"38.89","-105.15",-74,603.1,1186.94,48.71
"38.89","-105.16",-45,215.6,2193.05,126.62
"38.89","-105.18",-104,,122.24,21.435
"38.89","-105.46",,,1678.21,425.69
"38.89","-105.99",-88.5,,,
"38.89","-106.17",-99,,0,0
"38.89","-106.62",-105,,,
"38.89","-106.69",-113,,,
"38.89","-106.71",-120,,0,0
"38.89","-107.92",-82.2105263158,340.0789473684,464.44,99.7984210526
"38.89","-107.93",-79.3333333333,,398.07,113.5733333333
"38.9","-104.62",-83,195.96,861.78,59.77
"38.9","-104.63",-63,155.9,3752.2025,826.4425
"38.9","-104.66",-57,250.2,6049.58,614.97
"38.9","-104.67",-80,90.87,113.49,735.31
"38.9","-104.68",,,,
"38.9","-104.69",,,,
"38.9","-104.7",,,,
"38.9","-104.71",,,,
"38.9","-104.72",,,,
"38.9","-104.73",,,,
"38.9","-104.74",,,,
"38.9","-104.75",,,,
"38.9","-104.76",,,,
"38.9","-104.77",,,,
"38.9","-104.78",,,,
"38.9","-104.79",,,5713.3873913044,2925.7413043478
"38.9","-104.8",-79.5,188.7185714286,3837.2371428571,1618.4871428571
"38.9","-104.81",,,,
"38.9","-104.82",,,,
"38.9","-104.83",,,,
"38.9","-104.84",,,,
"38.9","-104.85",,,,
"38.9","-104.86",,,,
"38.9","-104.87",,,,
"38.9","-104.88",-78,288.17,15.4,26.24
"38.9","-104.91",-93,420.8,190.73,24.46
"38.9","-104.96",-93.75,101.5625,11714.5325,2984.22
"38.9","-104.97",,,,
"38.9","-104.98",-90.6666666667,703.8266666667,3353.1126666667,1200.6526666667
"38.9","-105.05",-98,342.02,56.96,71.91
"38.9","-105.06",-90.8333333333,,162.6366666667,88.1483333333
"38.9","-105.98",-96,,,
"38.9","-106.7",-113.6,,,
"38.9","-106.71",-120,,0,0
"38.9","-107.92",-78.5833333333,501.1708333333,,
"38.9","-108.37",-57,195,,
"38.91","-104.28",-82,,,
"38.91","-104.5",-57,160.87,0,0
"38.91","-104.51",,169.0166666667,6249.4016666667,884.7508333333
"38.91","-104.59",-81,168.1,8961.495,991.05
"38.91","-104.61",-98,57.14,8332.67,5737.31
"38.91","-104.62",-69.2142857143,281.33,3094.2285714286,603.9535714286
"38.91","-104.63",-92,135.285,3741.63,704.535
"38.91","-104.64",,,1317.1,377.8966666667
"38.91","-104.65",,170.7675,1019.575,349.5975
"38.91","-104.66",,249.2225,576.4475,215.3425
"38.91","-104.67",,,662.4566666667,323.3566666667
"38.91","-104.68",,,,
"38.91","-104.69",,,,
"38.91","-104.7",,,,
"38.91","-104.71",,,,
"38.91","-104.72",,,,
"38.91","-104.73",,,,
"38.91","-104.74",-71.52,239.754,,
"38.91","-104.75",,,,
"38.91","-104.76",,,4228.8580208333,854.4998958333
"38.91","-104.77",,,,
"38.91","-104.78",,,,
"38.91","-104.79",,,,
"38.91","-104.8",,,2942.7842857143,1489.8480952381
"38.91","-104.81",,,,
"38.91","-104.82",,,,
"38.91","-104.83",,,,
"38.91","-104.84",,,,
"38.91","-104.85",,254.2955,1648.067,839.4925
"38.91","-104.86",,,,
"38.91","-104.87",,,,
"38.91","-104.88",-67,310.8,2157.67,617.845
"38.91","-104.93",-109,1146.2,113.18,0
"38.91","-104.97",,140.75625,,
"38.91","-104.98",,,1561.8536,169.7264
"38.91","-105.02",,,,
"38.91","-105.03",-103,1089.05,103.18,23.72
"38.91","-105.05",-100,696.09,85.42,18.66
"38.91","-105.15",-71.5,503.2,677.12,54.295
"38.91","-105.25",-70.5,206.3,131.535,42.325
"38.91","-105.28",-113,,,
"38.91","-106.18",,367.8933333333,262.4966666667,54.4833333333
"38.91","-106.61",-120,,0,0
"38.91","-106.71",-120,,0,0
"38.91","-107.9",-75,243.8,305.07,96.11
"38.91","-107.92",-75.5641025641,279.5641025641,571.6541025641,99.8261538462
"38.92","-104.46",,389.75,635.5,553.56
"38.92","-104.5",-85,195.78,1324.96,197.37
"38.92","-104.54",-79,181,2738.76,412.77
"38.92","-104.55",-79,168.6,3284.28,404.65
"38.92","-104.6",-101,594.87,167.19,4.05
"38.92","-104.61",-83.9230769231,,1616.7738461539,599.7030769231
"38.92","-104.62",,306.4827586207,1832.2955172414,632.7437931034
"38.92","-104.63",-81.6666666667,179.4966666667,834.29,195.07
"38.92","-104.64",,,884.91,242.41
"38.92","-104.65",-84,234.445,724.045,378.545
"38.92","-104.67",-70.1538461538,215.2369230769,2509.5038461539,720.2476923077
"38.92","-104.68",,,,
"38.92","-104.69",,,,
"38.92","-104.7",,,,
"38.92","-104.71",,,4192.4470408163,1113.2119387755
"38.92","-104.72",,,,
"38.92","-104.73",,,,
"38.92","-104.74",,,,
"38.92","-104.75",,,,
"38.92","-104.76",,,,
"38.92","-104.77",,,,
"38.92","-104.78",,,,
"38.92","-104.79",,,,
"38.92","-104.8",,,,
"38.92","-104.81",,,,
"38.92","-104.82",,,,
"38.92","-104.83",,,,
"38.92","-104.84",,,,
"38.92","-104.85",,,,
"38.92","-104.86",,,,
"38.92","-104.87",-83.65,222.434,2096.892,598.977
"38.92","-104.88",-67,235.61,1792.9233333333,638.2833333333
"38.92","-104.98",,191.98625,1991.74625,266.64625
"38.92","-104.99",,282.012,,
"38.92","-105",-94,1697.19,7.75,2.1
"38.92","-105.02",,2373.73,151.2,1.095
"38.92","-105.03",,,15.715,23.945
"38.92","-105.15",-77.5,311,362.81,78.73
"38.92","-105.93",-105,,,
"38.92","-105.95",-104.5,,42.295,81.805
"38.92","-105.96",-102.5,,,
"38.92","-106.18",-100,321.26,318.73,216.18
"38.92","-107.92",-76,237.6,693.85,217.09
"38.92","-108.38",-85,,,
"38.92","-108.39",-77,169.4,757.645,301.665
"38.93","-104.41",,,406.08,481.99
"38.93","-104.59",-65,227.8,3131.73,312.53
"38.93","-104.6",,,,
"38.93","-104.61",,291.3663333333,1934.7603333333,395.9926666667
"38.93","-104.62",,175.0916666667,3424.4133333333,481.02
"38.93","-104.63",,445.8,3694.855,1264.99
"38.93","-104.65",-68,126.31,961.26,711.12
"38.93","-104.66",,221.98,244.05,150.6
"38.93","-104.67",,,3434.6433333333,520.7614285714
"38.93","-104.68",,184.2812,4488.2544,933.5964
"38.93","-104.69",,229.1629166667,4211.2770833333,1111.1025
"38.93","-104.7",,,3284.5137288136,1094.2781355932
"38.93","-104.71",,,,
"38.93","-104.72",,,,
"38.93","-104.73",,,,
"38.93","-104.74",,,,
"38.93","-104.75",,,,
"38.93","-104.76",,,,
"38.93","-104.77",,,,
"38.93","-104.78",,,,
"38.93","-104.79",,,,
"38.93","-104.8",,,,
"38.93","-104.81",,,,
"38.93","-104.82",,,,
"38.93","-104.83",,,,
"38.93","-104.84",-77.8979591837,,,
"38.93","-104.85",-88.6538461538,,1404.5761538462,362.4896153846
